localidad,provincia,idproducto,producto,precio,fecha_vigencia,idempresabandera,empresabandera,latitud,longitud
pilar,buenos aires,2,nafta super entre 92 y 95 ron,1362,2025-06-22 02:33:00,26,axion,-34.452591,-58.944724
pilar,buenos aires,3,nafta premium de mas de 95 ron,1642,2025-06-22 02:33:00,26,axion,-34.452591,-58.944724
pilar,buenos aires,3,nafta premium de mas de 95 ron,1642,2025-06-22 02:33:00,26,axion,-34.452591,-58.944724
pilar,buenos aires,2,nafta super entre 92 y 95 ron,1362,2025-06-22 02:33:00,26,axion,-34.452591,-58.944724
necochea,buenos aires,19,gas oil grado 2,1442,2025-06-22 02:34:00,26,axion,-38.545886,-58.749893
necochea,buenos aires,19,gas oil grado 2,1442,2025-06-22 02:34:00,26,axion,-38.545886,-58.749893
federal,entre rios,3,nafta premium de mas de 95 ron,1597,2025-06-22 02:40:00,26,axion,-30.951523,-58.785823
federal,entre rios,3,nafta premium de mas de 95 ron,1597,2025-06-22 02:40:00,26,axion,-30.951523,-58.785823
federal,entre rios,2,nafta super entre 92 y 95 ron,1364,2025-06-22 02:40:00,26,axion,-30.951523,-58.785823
federal,entre rios,2,nafta super entre 92 y 95 ron,1364,2025-06-22 02:40:00,26,axion,-30.951523,-58.785823
federal,entre rios,21,gas oil grado 3,1643,2025-06-22 02:41:00,26,axion,-30.951523,-58.785823
federal,entre rios,19,gas oil grado 2,1495,2025-06-22 02:41:00,26,axion,-30.951523,-58.785823
federal,entre rios,19,gas oil grado 2,1495,2025-06-22 02:41:00,26,axion,-30.951523,-58.785823
federal,entre rios,21,gas oil grado 3,1643,2025-06-22 02:41:00,26,axion,-30.951523,-58.785823
capital federal,capital federal,19,gas oil grado 2,1398,2025-06-22 03:28:00,4,shell,-34.655476,-58.496289
capital federal,capital federal,19,gas oil grado 2,1398,2025-06-22 03:28:00,4,shell,-34.655476,-58.496289
capital federal,capital federal,21,gas oil grado 3,1579,2025-06-22 03:29:00,4,shell,-34.655476,-58.496289
capital federal,capital federal,21,gas oil grado 3,1579,2025-06-22 03:29:00,4,shell,-34.655476,-58.496289
capital federal,capital federal,3,nafta premium de mas de 95 ron,1611,2025-06-22 03:30:00,4,shell,-34.655476,-58.496289
capital federal,capital federal,3,nafta premium de mas de 95 ron,1611,2025-06-22 03:30:00,4,shell,-34.655476,-58.496289
capital federal,capital federal,2,nafta super entre 92 y 95 ron,1374,2025-06-22 03:36:00,4,shell,-34.655476,-58.496289
capital federal,capital federal,2,nafta super entre 92 y 95 ron,1374,2025-06-22 03:36:00,4,shell,-34.655476,-58.496289
mar del plata,buenos aires,21,gas oil grado 3,1655,2025-06-22 05:56:00,4,shell,-38.041359,-57.54308
mar del plata,buenos aires,19,gas oil grado 2,1441,2025-06-22 05:56:00,4,shell,-38.041359,-57.54308
mar del plata,buenos aires,19,gas oil grado 2,1441,2025-06-22 05:56:00,4,shell,-38.041359,-57.54308
mar del plata,buenos aires,21,gas oil grado 3,1655,2025-06-22 05:56:00,4,shell,-38.041359,-57.54308
mar del plata,buenos aires,2,nafta super entre 92 y 95 ron,1458,2025-06-22 05:57:00,4,shell,-38.041359,-57.54308
mar del plata,buenos aires,3,nafta premium de mas de 95 ron,1686,2025-06-22 05:57:00,4,shell,-38.041359,-57.54308
mar del plata,buenos aires,2,nafta super entre 92 y 95 ron,1458,2025-06-22 05:57:00,4,shell,-38.041359,-57.54308
mar del plata,buenos aires,3,nafta premium de mas de 95 ron,1686,2025-06-22 05:57:00,4,shell,-38.041359,-57.54308
villa constitucion,santa fe,2,nafta super entre 92 y 95 ron,1399,2025-06-22 05:58:00,26,axion,-33.2377,-60.3303
villa constitucion,santa fe,2,nafta super entre 92 y 95 ron,1399,2025-06-22 05:58:00,26,axion,-33.2377,-60.3303
villa constitucion,santa fe,19,gas oil grado 2,1455,2025-06-22 05:58:00,26,axion,-33.2377,-60.3303
villa constitucion,santa fe,19,gas oil grado 2,1455,2025-06-22 05:58:00,26,axion,-33.2377,-60.3303
villa constitucion,santa fe,21,gas oil grado 3,1605,2025-06-22 05:58:00,26,axion,-33.2377,-60.3303
villa constitucion,santa fe,21,gas oil grado 3,1605,2025-06-22 05:58:00,26,axion,-33.2377,-60.3303
villa constitucion,santa fe,3,nafta premium de mas de 95 ron,1629,2025-06-22 05:59:00,26,axion,-33.2377,-60.3303
villa constitucion,santa fe,3,nafta premium de mas de 95 ron,1629,2025-06-22 05:59:00,26,axion,-33.2377,-60.3303
mar del plata,buenos aires,19,gas oil grado 2,1441,2025-06-22 06:00:00,4,shell,-37.98836,-57.579649
mar del plata,buenos aires,19,gas oil grado 2,1441,2025-06-22 06:00:00,4,shell,-37.98739,-57.582292
mar del plata,buenos aires,19,gas oil grado 2,1441,2025-06-22 06:00:00,4,shell,-37.98739,-57.582292
mar del plata,buenos aires,19,gas oil grado 2,1441,2025-06-22 06:00:00,4,shell,-38.012246,-57.579651
mar del plata,buenos aires,3,nafta premium de mas de 95 ron,1699,2025-06-22 06:00:00,4,shell,-38.012246,-57.579651
mar del plata,buenos aires,19,gas oil grado 2,1441,2025-06-22 06:00:00,4,shell,-38.088671,-57.545333
resistencia,chaco,2,nafta super entre 92 y 95 ron,1349,2025-06-22 06:00:00,26,axion,-27.44959,-58.9886
resistencia,chaco,2,nafta super entre 92 y 95 ron,1349,2025-06-22 06:00:00,26,axion,-27.44959,-58.9886
resistencia,chaco,2,nafta super entre 92 y 95 ron,1370,2025-06-22 06:00:00,26,axion,-27.412923,-58.970468
resistencia,chaco,2,nafta super entre 92 y 95 ron,1370,2025-06-22 06:00:00,26,axion,-27.412923,-58.970468
mar del plata,buenos aires,21,gas oil grado 3,1666,2025-06-22 06:00:00,4,shell,-37.985764,-57.558507
mar del plata,buenos aires,21,gas oil grado 3,1666,2025-06-22 06:00:00,4,shell,-37.985764,-57.558507
mar del plata,buenos aires,21,gas oil grado 3,1666,2025-06-22 06:00:00,4,shell,-38.088671,-57.545333
mar del plata,buenos aires,21,gas oil grado 3,1666,2025-06-22 06:00:00,4,shell,-38.088671,-57.545333
mar del plata,buenos aires,21,gas oil grado 3,1666,2025-06-22 06:00:00,4,shell,-38.012246,-57.579651
mar del plata,buenos aires,21,gas oil grado 3,1666,2025-06-22 06:00:00,4,shell,-38.012246,-57.579651
mar del plata,buenos aires,21,gas oil grado 3,1666,2025-06-22 06:00:00,4,shell,-37.98739,-57.582292
mar del plata,buenos aires,21,gas oil grado 3,1666,2025-06-22 06:00:00,4,shell,-37.98739,-57.582292
mar del plata,buenos aires,21,gas oil grado 3,1666,2025-06-22 06:00:00,4,shell,-37.98836,-57.579649
mar del plata,buenos aires,21,gas oil grado 3,1666,2025-06-22 06:00:00,4,shell,-37.98836,-57.579649
dolores,buenos aires,21,gas oil grado 3,1645,2025-06-22 06:00:00,4,shell,-36.393324,-57.694527
dolores,buenos aires,21,gas oil grado 3,1645,2025-06-22 06:00:00,4,shell,-36.393324,-57.694527
venado tuerto,santa fe,19,gas oil grado 2,1455,2025-06-22 06:00:00,26,axion,-33.75842,-61.97118
venado tuerto,santa fe,19,gas oil grado 2,1455,2025-06-22 06:00:00,26,axion,-33.75842,-61.97118
venado tuerto,santa fe,19,gas oil grado 2,1455,2025-06-22 06:00:00,26,axion,-33.736548,-61.963219
mar del plata,buenos aires,19,gas oil grado 2,1441,2025-06-22 06:00:00,4,shell,-37.985764,-57.558507
venado tuerto,santa fe,19,gas oil grado 2,1455,2025-06-22 06:00:00,26,axion,-33.736548,-61.963219
venado tuerto,santa fe,19,gas oil grado 2,1455,2025-06-22 06:00:00,26,axion,-33.76018,-61.95751
venado tuerto,santa fe,19,gas oil grado 2,1455,2025-06-22 06:00:00,26,axion,-33.76018,-61.95751
mar del plata,buenos aires,19,gas oil grado 2,1441,2025-06-22 06:00:00,4,shell,-37.985764,-57.558507
resistencia,chaco,3,nafta premium de mas de 95 ron,1650,2025-06-22 06:00:00,26,axion,-27.412923,-58.970468
resistencia,chaco,3,nafta premium de mas de 95 ron,1650,2025-06-22 06:00:00,26,axion,-27.412923,-58.970468
resistencia,chaco,3,nafta premium de mas de 95 ron,1650,2025-06-22 06:00:00,26,axion,-27.44959,-58.9886
resistencia,chaco,3,nafta premium de mas de 95 ron,1650,2025-06-22 06:00:00,26,axion,-27.44959,-58.9886
mar del plata,buenos aires,19,gas oil grado 2,1441,2025-06-22 06:00:00,4,shell,-38.088671,-57.545333
mar del plata,buenos aires,19,gas oil grado 2,1441,2025-06-22 06:00:00,4,shell,-38.012246,-57.579651
mar del plata,buenos aires,19,gas oil grado 2,1441,2025-06-22 06:00:00,4,shell,-37.98836,-57.579649
25 de mayo,misiones,19,gas oil grado 2,1467,2025-06-22 06:00:00,26,axion,-27.36873,-54.75216
dolores,buenos aires,3,nafta premium de mas de 95 ron,1723,2025-06-22 06:00:00,4,shell,-36.393324,-57.694527
crespo,entre rios,2,nafta super entre 92 y 95 ron,1364,2025-06-22 06:00:00,26,axion,-32.03306,-60.30972
venado tuerto,santa fe,2,nafta super entre 92 y 95 ron,1370,2025-06-22 06:00:00,26,axion,-33.76018,-61.95751
crespo,entre rios,2,nafta super entre 92 y 95 ron,1364,2025-06-22 06:00:00,26,axion,-32.03306,-60.30972
mar del plata,buenos aires,3,nafta premium de mas de 95 ron,1699,2025-06-22 06:00:00,4,shell,-37.98836,-57.579649
venado tuerto,santa fe,21,gas oil grado 3,1605,2025-06-22 06:00:00,26,axion,-33.76018,-61.95751
venado tuerto,santa fe,21,gas oil grado 3,1605,2025-06-22 06:00:00,26,axion,-33.76018,-61.95751
venado tuerto,santa fe,21,gas oil grado 3,1605,2025-06-22 06:00:00,26,axion,-33.736548,-61.963219
venado tuerto,santa fe,21,gas oil grado 3,1605,2025-06-22 06:00:00,26,axion,-33.736548,-61.963219
venado tuerto,santa fe,21,gas oil grado 3,1605,2025-06-22 06:00:00,26,axion,-33.75842,-61.97118
venado tuerto,santa fe,21,gas oil grado 3,1605,2025-06-22 06:00:00,26,axion,-33.75842,-61.97118
venado tuerto,santa fe,2,nafta super entre 92 y 95 ron,1370,2025-06-22 06:00:00,26,axion,-33.76018,-61.95751
venado tuerto,santa fe,3,nafta premium de mas de 95 ron,1619,2025-06-22 06:00:00,26,axion,-33.736548,-61.963219
venado tuerto,santa fe,3,nafta premium de mas de 95 ron,1619,2025-06-22 06:00:00,26,axion,-33.736548,-61.963219
venado tuerto,santa fe,2,nafta super entre 92 y 95 ron,1370,2025-06-22 06:00:00,26,axion,-33.736548,-61.963219
crespo,entre rios,3,nafta premium de mas de 95 ron,1619,2025-06-22 06:00:00,26,axion,-32.03306,-60.30972
venado tuerto,santa fe,2,nafta super entre 92 y 95 ron,1370,2025-06-22 06:00:00,26,axion,-33.736548,-61.963219
crespo,entre rios,3,nafta premium de mas de 95 ron,1619,2025-06-22 06:00:00,26,axion,-32.03306,-60.30972
resistencia,chaco,19,gas oil grado 2,1485,2025-06-22 06:00:00,26,axion,-27.44959,-58.9886
venado tuerto,santa fe,3,nafta premium de mas de 95 ron,1619,2025-06-22 06:00:00,26,axion,-33.75842,-61.97118
crespo,entre rios,19,gas oil grado 2,1479,2025-06-22 06:00:00,26,axion,-32.03306,-60.30972
crespo,entre rios,19,gas oil grado 2,1479,2025-06-22 06:00:00,26,axion,-32.03306,-60.30972
resistencia,chaco,19,gas oil grado 2,1485,2025-06-22 06:00:00,26,axion,-27.412923,-58.970468
dolores,buenos aires,3,nafta premium de mas de 95 ron,1723,2025-06-22 06:00:00,4,shell,-36.393324,-57.694527
venado tuerto,santa fe,3,nafta premium de mas de 95 ron,1619,2025-06-22 06:00:00,26,axion,-33.76018,-61.95751
venado tuerto,santa fe,3,nafta premium de mas de 95 ron,1619,2025-06-22 06:00:00,26,axion,-33.75842,-61.97118
resistencia,chaco,21,gas oil grado 3,1689,2025-06-22 06:00:00,26,axion,-27.412923,-58.970468
25 de mayo,misiones,2,nafta super entre 92 y 95 ron,1383,2025-06-22 06:00:00,26,axion,-27.36873,-54.75216
25 de mayo,misiones,2,nafta super entre 92 y 95 ron,1383,2025-06-22 06:00:00,26,axion,-27.36873,-54.75216
mar del plata,buenos aires,3,nafta premium de mas de 95 ron,1699,2025-06-22 06:00:00,4,shell,-37.98836,-57.579649
venado tuerto,santa fe,2,nafta super entre 92 y 95 ron,1370,2025-06-22 06:00:00,26,axion,-33.75842,-61.97118
venado tuerto,santa fe,2,nafta super entre 92 y 95 ron,1370,2025-06-22 06:00:00,26,axion,-33.75842,-61.97118
resistencia,chaco,21,gas oil grado 3,1689,2025-06-22 06:00:00,26,axion,-27.412923,-58.970468
resistencia,chaco,19,gas oil grado 2,1485,2025-06-22 06:00:00,26,axion,-27.44959,-58.9886
mar del plata,buenos aires,3,nafta premium de mas de 95 ron,1699,2025-06-22 06:00:00,4,shell,-37.985764,-57.558507
resistencia,chaco,21,gas oil grado 3,1689,2025-06-22 06:00:00,26,axion,-27.44959,-58.9886
mar del plata,buenos aires,2,nafta super entre 92 y 95 ron,1469,2025-06-22 06:00:00,4,shell,-37.985764,-57.558507
mar del plata,buenos aires,2,nafta super entre 92 y 95 ron,1469,2025-06-22 06:00:00,4,shell,-37.985764,-57.558507
25 de mayo,misiones,21,gas oil grado 3,1689,2025-06-22 06:00:00,26,axion,-27.36873,-54.75216
crespo,entre rios,21,gas oil grado 3,1658,2025-06-22 06:00:00,26,axion,-32.03306,-60.30972
25 de mayo,misiones,21,gas oil grado 3,1689,2025-06-22 06:00:00,26,axion,-27.36873,-54.75216
crespo,entre rios,21,gas oil grado 3,1658,2025-06-22 06:00:00,26,axion,-32.03306,-60.30972
mar del plata,buenos aires,3,nafta premium de mas de 95 ron,1699,2025-06-22 06:00:00,4,shell,-38.012246,-57.579651
mar del plata,buenos aires,2,nafta super entre 92 y 95 ron,1469,2025-06-22 06:00:00,4,shell,-38.088671,-57.545333
mar del plata,buenos aires,2,nafta super entre 92 y 95 ron,1469,2025-06-22 06:00:00,4,shell,-38.088671,-57.545333
mar del plata,buenos aires,2,nafta super entre 92 y 95 ron,1469,2025-06-22 06:00:00,4,shell,-38.012246,-57.579651
mar del plata,buenos aires,2,nafta super entre 92 y 95 ron,1469,2025-06-22 06:00:00,4,shell,-38.012246,-57.579651
venado tuerto,santa fe,3,nafta premium de mas de 95 ron,1619,2025-06-22 06:00:00,26,axion,-33.76018,-61.95751
mar del plata,buenos aires,2,nafta super entre 92 y 95 ron,1469,2025-06-22 06:00:00,4,shell,-37.98739,-57.582292
mar del plata,buenos aires,3,nafta premium de mas de 95 ron,1699,2025-06-22 06:00:00,4,shell,-37.98739,-57.582292
mar del plata,buenos aires,2,nafta super entre 92 y 95 ron,1469,2025-06-22 06:00:00,4,shell,-37.98739,-57.582292
25 de mayo,misiones,3,nafta premium de mas de 95 ron,1636,2025-06-22 06:00:00,26,axion,-27.36873,-54.75216
25 de mayo,misiones,3,nafta premium de mas de 95 ron,1636,2025-06-22 06:00:00,26,axion,-27.36873,-54.75216
mar del plata,buenos aires,3,nafta premium de mas de 95 ron,1699,2025-06-22 06:00:00,4,shell,-37.985764,-57.558507
resistencia,chaco,21,gas oil grado 3,1689,2025-06-22 06:00:00,26,axion,-27.44959,-58.9886
dolores,buenos aires,19,gas oil grado 2,1399,2025-06-22 06:00:00,4,shell,-36.393324,-57.694527
dolores,buenos aires,19,gas oil grado 2,1399,2025-06-22 06:00:00,4,shell,-36.393324,-57.694527
25 de mayo,misiones,19,gas oil grado 2,1467,2025-06-22 06:00:00,26,axion,-27.36873,-54.75216
mar del plata,buenos aires,3,nafta premium de mas de 95 ron,1699,2025-06-22 06:00:00,4,shell,-37.98739,-57.582292
resistencia,chaco,19,gas oil grado 2,1485,2025-06-22 06:00:00,26,axion,-27.412923,-58.970468
mar del plata,buenos aires,3,nafta premium de mas de 95 ron,1699,2025-06-22 06:00:00,4,shell,-38.088671,-57.545333
dolores,buenos aires,2,nafta super entre 92 y 95 ron,1469,2025-06-22 06:00:00,4,shell,-36.393324,-57.694527
dolores,buenos aires,2,nafta super entre 92 y 95 ron,1469,2025-06-22 06:00:00,4,shell,-36.393324,-57.694527
mar del plata,buenos aires,2,nafta super entre 92 y 95 ron,1469,2025-06-22 06:00:00,4,shell,-37.98836,-57.579649
mar del plata,buenos aires,2,nafta super entre 92 y 95 ron,1469,2025-06-22 06:00:00,4,shell,-37.98836,-57.579649
mar del plata,buenos aires,3,nafta premium de mas de 95 ron,1699,2025-06-22 06:00:00,4,shell,-38.088671,-57.545333
lavalle,mendoza,21,gas oil grado 3,1574,2025-06-22 06:16:00,26,axion,-32.71683,-68.67929
lavalle,mendoza,21,gas oil grado 3,1574,2025-06-22 06:16:00,26,axion,-32.71683,-68.67929
lavalle,mendoza,3,nafta premium de mas de 95 ron,1546,2025-06-22 06:16:00,26,axion,-32.71683,-68.67929
lavalle,mendoza,2,nafta super entre 92 y 95 ron,1290,2025-06-22 06:16:00,26,axion,-32.71683,-68.67929
lavalle,mendoza,3,nafta premium de mas de 95 ron,1546,2025-06-22 06:16:00,26,axion,-32.71683,-68.67929
lavalle,mendoza,2,nafta super entre 92 y 95 ron,1290,2025-06-22 06:16:00,26,axion,-32.71683,-68.67929
jose c paz,buenos aires,21,gas oil grado 3,1615,2025-06-22 06:25:00,26,axion,-34.51359,-58.74021
jose c paz,buenos aires,21,gas oil grado 3,1615,2025-06-22 06:25:00,26,axion,-34.51359,-58.74021
jose c paz,buenos aires,19,gas oil grado 2,1404,2025-06-22 06:25:00,26,axion,-34.51359,-58.74021
jose c paz,buenos aires,19,gas oil grado 2,1404,2025-06-22 06:25:00,26,axion,-34.51359,-58.74021
jose c paz,buenos aires,2,nafta super entre 92 y 95 ron,1353,2025-06-22 06:26:00,26,axion,-34.51359,-58.74021
jose c paz,buenos aires,3,nafta premium de mas de 95 ron,1640,2025-06-22 06:26:00,26,axion,-34.51359,-58.74021
jose c paz,buenos aires,3,nafta premium de mas de 95 ron,1640,2025-06-22 06:26:00,26,axion,-34.51359,-58.74021
jose c paz,buenos aires,2,nafta super entre 92 y 95 ron,1353,2025-06-22 06:26:00,26,axion,-34.51359,-58.74021
san jeronimo,santa fe,2,nafta super entre 92 y 95 ron,1370,2025-06-22 07:26:00,26,axion,-31.550978,-61.076821
san jeronimo,santa fe,3,nafta premium de mas de 95 ron,1619,2025-06-22 07:26:00,26,axion,-31.550978,-61.076821
san jeronimo,santa fe,3,nafta premium de mas de 95 ron,1619,2025-06-22 07:26:00,26,axion,-31.550978,-61.076821
san jeronimo,santa fe,21,gas oil grado 3,1616,2025-06-22 07:26:00,26,axion,-31.550978,-61.076821
san jeronimo,santa fe,19,gas oil grado 2,1455,2025-06-22 07:26:00,26,axion,-31.550978,-61.076821
san jeronimo,santa fe,21,gas oil grado 3,1616,2025-06-22 07:26:00,26,axion,-31.550978,-61.076821
san jeronimo,santa fe,19,gas oil grado 2,1455,2025-06-22 07:26:00,26,axion,-31.550978,-61.076821
san jeronimo,santa fe,2,nafta super entre 92 y 95 ron,1370,2025-06-22 07:26:00,26,axion,-31.550978,-61.076821
san carlos sud,santa fe,21,gas oil grado 3,1574,2025-06-22 07:27:00,26,axion,-31.762014,-61.101484
san carlos sud,santa fe,19,gas oil grado 2,1455,2025-06-22 07:27:00,26,axion,-31.762014,-61.101484
san carlos sud,santa fe,19,gas oil grado 2,1455,2025-06-22 07:27:00,26,axion,-31.762014,-61.101484
san carlos sud,santa fe,3,nafta premium de mas de 95 ron,1582,2025-06-22 07:27:00,26,axion,-31.762014,-61.101484
san carlos sud,santa fe,3,nafta premium de mas de 95 ron,1582,2025-06-22 07:27:00,26,axion,-31.762014,-61.101484
san carlos sud,santa fe,21,gas oil grado 3,1574,2025-06-22 07:27:00,26,axion,-31.762014,-61.101484
san carlos sud,santa fe,2,nafta super entre 92 y 95 ron,1358,2025-06-22 07:28:00,26,axion,-31.762014,-61.101484
san carlos sud,santa fe,2,nafta super entre 92 y 95 ron,1358,2025-06-22 07:28:00,26,axion,-31.762014,-61.101484
tigre,buenos aires,2,nafta super entre 92 y 95 ron,1340,2025-06-22 07:30:00,26,axion,-34.408566,-58.7254
tigre,buenos aires,3,nafta premium de mas de 95 ron,1631,2025-06-22 07:30:00,26,axion,-34.408566,-58.7254
tigre,buenos aires,19,gas oil grado 2,1382,2025-06-22 07:30:00,26,axion,-34.408566,-58.7254
tigre,buenos aires,21,gas oil grado 3,1590,2025-06-22 07:30:00,26,axion,-34.408566,-58.7254
tigre,buenos aires,19,gas oil grado 2,1382,2025-06-22 07:30:00,26,axion,-34.408566,-58.7254
tigre,buenos aires,21,gas oil grado 3,1590,2025-06-22 07:30:00,26,axion,-34.408566,-58.7254
tigre,buenos aires,3,nafta premium de mas de 95 ron,1631,2025-06-22 07:30:00,26,axion,-34.408566,-58.7254
tigre,buenos aires,2,nafta super entre 92 y 95 ron,1340,2025-06-22 07:30:00,26,axion,-34.408566,-58.7254
cnel vidal,buenos aires,3,nafta premium de mas de 95 ron,1694,2025-06-22 07:33:00,26,axion,-37.44873,-57.72961
cnel vidal,buenos aires,3,nafta premium de mas de 95 ron,1694,2025-06-22 07:33:00,26,axion,-37.44873,-57.72961
cnel vidal,buenos aires,19,gas oil grado 2,1478,2025-06-22 07:33:00,26,axion,-37.44873,-57.72961
cnel vidal,buenos aires,21,gas oil grado 3,1666,2025-06-22 07:33:00,26,axion,-37.44873,-57.72961
cnel vidal,buenos aires,19,gas oil grado 2,1478,2025-06-22 07:33:00,26,axion,-37.44873,-57.72961
cnel vidal,buenos aires,2,nafta super entre 92 y 95 ron,1432,2025-06-22 07:33:00,26,axion,-37.44873,-57.72961
cnel vidal,buenos aires,21,gas oil grado 3,1666,2025-06-22 07:33:00,26,axion,-37.44873,-57.72961
cnel vidal,buenos aires,2,nafta super entre 92 y 95 ron,1432,2025-06-22 07:33:00,26,axion,-37.44873,-57.72961
alta gracia,cordoba,2,nafta super entre 92 y 95 ron,1358,2025-06-22 07:45:00,26,axion,-31.668229,-64.410139
alta gracia,cordoba,21,gas oil grado 3,1616,2025-06-22 07:45:00,26,axion,-31.668229,-64.410139
alta gracia,cordoba,2,nafta super entre 92 y 95 ron,1358,2025-06-22 07:45:00,26,axion,-31.668229,-64.410139
alta gracia,cordoba,3,nafta premium de mas de 95 ron,1646,2025-06-22 07:45:00,26,axion,-31.668229,-64.410139
alta gracia,cordoba,3,nafta premium de mas de 95 ron,1646,2025-06-22 07:45:00,26,axion,-31.668229,-64.410139
alta gracia,cordoba,19,gas oil grado 2,1469,2025-06-22 07:45:00,26,axion,-31.668229,-64.410139
alta gracia,cordoba,19,gas oil grado 2,1469,2025-06-22 07:45:00,26,axion,-31.668229,-64.410139
alta gracia,cordoba,21,gas oil grado 3,1616,2025-06-22 07:45:00,26,axion,-31.668229,-64.410139
9 de julio,buenos aires,21,gas oil grado 3,1629,2025-06-22 08:00:00,4,shell,-35.460906,-60.83927
9 de julio,buenos aires,21,gas oil grado 3,1629,2025-06-22 08:00:00,4,shell,-35.460906,-60.83927
9 de julio,buenos aires,21,gas oil grado 3,1629,2025-06-22 08:00:00,4,shell,-35.452449,-60.876303
9 de julio,buenos aires,21,gas oil grado 3,1629,2025-06-22 08:00:00,4,shell,-35.452449,-60.876303
9 de julio,buenos aires,2,nafta super entre 92 y 95 ron,1430,2025-06-22 08:00:00,4,shell,-35.460906,-60.83927
9 de julio,buenos aires,2,nafta super entre 92 y 95 ron,1430,2025-06-22 08:00:00,4,shell,-35.460906,-60.83927
san salvador de jujuy,jujuy,21,gas oil grado 3,1583,2025-06-22 08:00:00,26,axion,-24.170046,-65.312551
san salvador de jujuy,jujuy,19,gas oil grado 2,1501,2025-06-22 08:00:00,26,axion,-24.170046,-65.312551
9 de julio,buenos aires,19,gas oil grado 2,1394,2025-06-22 08:00:00,4,shell,-35.460906,-60.83927
9 de julio,buenos aires,3,nafta premium de mas de 95 ron,1669,2025-06-22 08:00:00,4,shell,-35.452449,-60.876303
san salvador de jujuy,jujuy,2,nafta super entre 92 y 95 ron,1358,2025-06-22 08:00:00,26,axion,-24.170046,-65.312551
9 de julio,buenos aires,19,gas oil grado 2,1394,2025-06-22 08:00:00,4,shell,-35.452449,-60.876303
9 de julio,buenos aires,19,gas oil grado 2,1394,2025-06-22 08:00:00,4,shell,-35.452449,-60.876303
san salvador de jujuy,jujuy,21,gas oil grado 3,1583,2025-06-22 08:00:00,26,axion,-24.170046,-65.312551
san salvador de jujuy,jujuy,2,nafta super entre 92 y 95 ron,1358,2025-06-22 08:00:00,26,axion,-24.170046,-65.312551
san salvador de jujuy,jujuy,3,nafta premium de mas de 95 ron,1551,2025-06-22 08:00:00,26,axion,-24.170046,-65.312551
9 de julio,buenos aires,3,nafta premium de mas de 95 ron,1669,2025-06-22 08:00:00,4,shell,-35.452449,-60.876303
9 de julio,buenos aires,2,nafta super entre 92 y 95 ron,1430,2025-06-22 08:00:00,4,shell,-35.452449,-60.876303
9 de julio,buenos aires,3,nafta premium de mas de 95 ron,1669,2025-06-22 08:00:00,4,shell,-35.460906,-60.83927
9 de julio,buenos aires,19,gas oil grado 2,1394,2025-06-22 08:00:00,4,shell,-35.460906,-60.83927
9 de julio,buenos aires,3,nafta premium de mas de 95 ron,1669,2025-06-22 08:00:00,4,shell,-35.460906,-60.83927
9 de julio,buenos aires,2,nafta super entre 92 y 95 ron,1430,2025-06-22 08:00:00,4,shell,-35.452449,-60.876303
san salvador de jujuy,jujuy,19,gas oil grado 2,1501,2025-06-22 08:00:00,26,axion,-24.170046,-65.312551
san salvador de jujuy,jujuy,3,nafta premium de mas de 95 ron,1551,2025-06-22 08:00:00,26,axion,-24.170046,-65.312551
puerto deseado,santa cruz,2,nafta super entre 92 y 95 ron,1047,2025-06-22 08:23:00,26,axion,-47.750664,-65.903087
puerto deseado,santa cruz,2,nafta super entre 92 y 95 ron,1047,2025-06-22 08:23:00,26,axion,-47.750664,-65.903087
puerto deseado,santa cruz,3,nafta premium de mas de 95 ron,1385,2025-06-22 08:24:00,26,axion,-47.750664,-65.903087
puerto deseado,santa cruz,19,gas oil grado 2,1426,2025-06-22 08:24:00,26,axion,-47.750664,-65.903087
puerto deseado,santa cruz,19,gas oil grado 2,1426,2025-06-22 08:24:00,26,axion,-47.750664,-65.903087
puerto deseado,santa cruz,3,nafta premium de mas de 95 ron,1385,2025-06-22 08:24:00,26,axion,-47.750664,-65.903087
puerto deseado,santa cruz,21,gas oil grado 3,1626,2025-06-22 08:25:00,26,axion,-47.750664,-65.903087
puerto deseado,santa cruz,21,gas oil grado 3,1626,2025-06-22 08:25:00,26,axion,-47.750664,-65.903087
canuelas,buenos aires,19,gas oil grado 2,1363,2025-06-22 08:29:00,26,axion,-35.026991,-58.744459
canuelas,buenos aires,19,gas oil grado 2,1363,2025-06-22 08:29:00,26,axion,-35.026991,-58.744459
lincoln,buenos aires,2,nafta super entre 92 y 95 ron,1395,2025-06-22 08:29:00,26,axion,-34.869372,-61.531609
lincoln,buenos aires,2,nafta super entre 92 y 95 ron,1395,2025-06-22 08:29:00,26,axion,-34.869372,-61.531609
lincoln,buenos aires,21,gas oil grado 3,1626,2025-06-22 08:30:00,26,axion,-34.869372,-61.531609
lincoln,buenos aires,21,gas oil grado 3,1626,2025-06-22 08:30:00,26,axion,-34.869372,-61.531609
canuelas,buenos aires,3,nafta premium de mas de 95 ron,1598,2025-06-22 08:30:00,26,axion,-35.026991,-58.744459
lincoln,buenos aires,19,gas oil grado 2,1461,2025-06-22 08:30:00,26,axion,-34.869372,-61.531609
la falda,cordoba,3,nafta premium de mas de 95 ron,1639,2025-06-22 08:30:00,26,axion,-31.089151,-64.488913
la falda,cordoba,2,nafta super entre 92 y 95 ron,1376,2025-06-22 08:30:00,26,axion,-31.100668,-64.482787
